"cell_value","geo_level_code","data_type_code","time"
1102,"NE","SEASON","2015-Q2"
484,"NE","RENT","2015-Q2"
232,"NE","SALE","2015-Q2"
186,"NE","RNTSLD","2015-Q2"
1121,"NE","OFFMAR","2015-Q2"
312,"NE","OCCUSE","2015-Q2"
227,"NE","URE","2015-Q2"
582,"NE","OTH","2015-Q2"
24012,"NE","TOTAL","2015-Q2"
20887,"NE","OCC","2015-Q2"
12584,"NE","OWNOCC","2015-Q2"
8303,"NE","RNTOCC","2015-Q2"
625,"SO","SALE","2015-Q2"
453,"SO","RNTSLD","2015-Q2"
992,"SO","OCCUSE","2015-Q2"
563,"SO","URE","2015-Q2"
5836,"SO","YRVAC","2015-Q2"
1724,"SO","SEASON","2015-Q2"
3316,"SO","OFFMAR","2015-Q2"
51715,"SO","TOTAL","2015-Q2"
44155,"SO","OCC","2015-Q2"
28664,"SO","OWNOCC","2015-Q2"
15491,"SO","RNTOCC","2015-Q2"
7560,"SO","VACANT","2015-Q2"
1441,"SO","RENT","2015-Q2"
1761,"SO","OTH","2015-Q2"
1385,"US","SALE","2015-Q2"
1134,"US","RNTSLD","2015-Q2"
135081,"US","TOTAL","2015-Q2"
117702,"US","OCC","2015-Q2"
74672,"US","OWNOCC","2015-Q2"
43029,"US","RNTOCC","2015-Q2"
17379,"US","VACANT","2015-Q2"
12888,"US","YRVAC","2015-Q2"
4492,"US","SEASON","2015-Q2"
3207,"US","RENT","2015-Q2"
7163,"US","OFFMAR","2015-Q2"
2044,"US","OCCUSE","2015-Q2"
1283,"US","URE","2015-Q2"
3836,"US","OTH","2015-Q2"
219,"WE","SALE","2015-Q2"
285,"WE","URE","2015-Q2"
29412,"WE","TOTAL","2015-Q2"
26283,"WE","OCC","2015-Q2"
15379,"WE","OWNOCC","2015-Q2"
10903,"WE","RNTOCC","2015-Q2"
3129,"WE","VACANT","2015-Q2"
2278,"WE","YRVAC","2015-Q2"
852,"WE","SEASON","2015-Q2"
570,"WE","RENT","2015-Q2"
184,"WE","RNTSLD","2015-Q2"
1304,"WE","OFFMAR","2015-Q2"
512,"WE","OCCUSE","2015-Q2"
506,"WE","OTH","2015-Q2"
2683,"MW","YRVAC","2015-Q3"
773,"MW","SEASON","2015-Q3"
728,"MW","RENT","2015-Q3"
323,"MW","SALE","2015-Q3"
293,"MW","RNTSLD","2015-Q3"
194,"MW","OCCUSE","2015-Q3"
232,"MW","URE","2015-Q3"
8449,"MW","RNTOCC","2015-Q3"
29974,"MW","TOTAL","2015-Q3"
18068,"MW","OWNOCC","2015-Q3"
3456,"MW","VACANT","2015-Q3"
1339,"MW","OFFMAR","2015-Q3"
912,"MW","OTH","2015-Q3"
26517,"MW","OCC","2015-Q3"
2173,"NE","YRVAC","2015-Q3"
871,"NE","SEASON","2015-Q3"
259,"NE","SALE","2015-Q3"
1202,"NE","OFFMAR","2015-Q3"
355,"NE","OCCUSE","2015-Q3"
239,"NE","URE","2015-Q3"
8223,"NE","RNTOCC","2015-Q3"
3044,"NE","VACANT","2015-Q3"
489,"NE","RENT","2015-Q3"
223,"NE","RNTSLD","2015-Q3"
608,"NE","OTH","2015-Q3"
24034,"NE","TOTAL","2015-Q3"
20989,"NE","OCC","2015-Q3"
12766,"NE","OWNOCC","2015-Q3"
609,"SO","SALE","2015-Q3"
470,"SO","RNTSLD","2015-Q3"
3268,"SO","OFFMAR","2015-Q3"
946,"SO","OCCUSE","2015-Q3"
530,"SO","URE","2015-Q3"
1792,"SO","OTH","2015-Q3"
1880,"SO","SEASON","2015-Q3"
51833,"SO","TOTAL","2015-Q3"
44024,"SO","OCC","2015-Q3"
28772,"SO","OWNOCC","2015-Q3"
15251,"SO","RNTOCC","2015-Q3"
7810,"SO","VACANT","2015-Q3"
5929,"SO","YRVAC","2015-Q3"
1583,"SO","RENT","2015-Q3"
135309,"US","TOTAL","2015-Q3"
117799,"US","OCC","2015-Q3"
75029,"US","OWNOCC","2015-Q3"
42770,"US","RNTOCC","2015-Q3"
17510,"US","VACANT","2015-Q3"
13190,"US","YRVAC","2015-Q3"
4320,"US","SEASON","2015-Q3"
3404,"US","RENT","2015-Q3"
1426,"US","SALE","2015-Q3"
1194,"US","RNTSLD","2015-Q3"
7166,"US","OFFMAR","2015-Q3"
2093,"US","OCCUSE","2015-Q3"
1270,"US","URE","2015-Q3"
3803,"US","OTH","2015-Q3"
236,"WE","SALE","2015-Q3"
209,"WE","RNTSLD","2015-Q3"
29468,"WE","TOTAL","2015-Q3"
26269,"WE","OCC","2015-Q3"
15422,"WE","OWNOCC","2015-Q3"
10846,"WE","RNTOCC","2015-Q3"
3199,"WE","VACANT","2015-Q3"
2405,"WE","YRVAC","2015-Q3"
794,"WE","SEASON","2015-Q3"
603,"WE","RENT","2015-Q3"
1357,"WE","OFFMAR","2015-Q3"
598,"WE","OCCUSE","2015-Q3"
269,"WE","URE","2015-Q3"
490,"WE","OTH","2015-Q3"
3516,"MW","VACANT","2015-Q4"
2626,"MW","YRVAC","2015-Q4"
890,"MW","SEASON","2015-Q4"
639,"MW","RENT","2015-Q4"
320,"MW","SALE","2015-Q4"
215,"MW","RNTSLD","2015-Q4"
1452,"MW","OFFMAR","2015-Q4"
248,"MW","OCCUSE","2015-Q4"
266,"MW","URE","2015-Q4"
938,"MW","OTH","2015-Q4"
8450,"MW","RNTOCC","2015-Q4"
30006,"MW","TOTAL","2015-Q4"
26490,"MW","OCC","2015-Q4"
18041,"MW","OWNOCC","2015-Q4"
8060,"NE","RNTOCC","2015-Q4"
3087,"NE","VACANT","2015-Q4"
2227,"NE","YRVAC","2015-Q4"
860,"NE","SEASON","2015-Q4"
475,"NE","RENT","2015-Q4"
270,"NE","SALE","2015-Q4"
172,"NE","RNTSLD","2015-Q4"
1310,"NE","OFFMAR","2015-Q4"
341,"NE","OCCUSE","2015-Q4"
311,"NE","URE","2015-Q4"
658,"NE","OTH","2015-Q4"
24058,"NE","TOTAL","2015-Q4"
20971,"NE","OCC","2015-Q4"
12911,"NE","OWNOCC","2015-Q4"
1573,"SO","RENT","2015-Q4"
617,"SO","SALE","2015-Q4"
434,"SO","RNTSLD","2015-Q4"
568,"SO","URE","2015-Q4"
1817,"SO","OTH","2015-Q4"
891,"SO","OCCUSE","2015-Q4"
51961,"SO","TOTAL","2015-Q4"
44379,"SO","OCC","2015-Q4"
28960,"SO","OWNOCC","2015-Q4"
15419,"SO","RNTOCC","2015-Q4"
7582,"SO","VACANT","2015-Q4"
5900,"SO","YRVAC","2015-Q4"
1680,"SO","SEASON","2015-Q4"
3276,"SO","OFFMAR","2015-Q4"
135552,"US","TOTAL","2015-Q4"
118264,"US","OCC","2015-Q4"
75507,"US","OWNOCC","2015-Q4"
42758,"US","RNTOCC","2015-Q4"
17288,"US","VACANT","2015-Q4"
13068,"US","YRVAC","2015-Q4"
4219,"US","SEASON","2015-Q4"
3246,"US","RENT","2015-Q4"
1452,"US","SALE","2015-Q4"
1018,"US","RNTSLD","2015-Q4"
7352,"US","OFFMAR","2015-Q4"
2033,"US","OCCUSE","2015-Q4"
1422,"US","URE","2015-Q4"
3896,"US","OTH","2015-Q4"
245,"WE","SALE","2015-Q4"
198,"WE","RNTSLD","2015-Q4"
277,"WE","URE","2015-Q4"
29528,"WE","TOTAL","2015-Q4"
26424,"WE","OCC","2015-Q4"
15595,"WE","OWNOCC","2015-Q4"
10829,"WE","RNTOCC","2015-Q4"
3103,"WE","VACANT","2015-Q4"
2315,"WE","YRVAC","2015-Q4"
788,"WE","SEASON","2015-Q4"
560,"WE","RENT","2015-Q4"
1313,"WE","OFFMAR","2015-Q4"
553,"WE","OCCUSE","2015-Q4"
483,"WE","OTH","2015-Q4"
2742,"MW","YRVAC","2016-Q1"
688,"MW","RENT","2016-Q1"
311,"MW","SALE","2016-Q1"
237,"MW","RNTSLD","2016-Q1"
1506,"MW","OFFMAR","2016-Q1"
323,"MW","OCCUSE","2016-Q1"
277,"MW","URE","2016-Q1"
905,"MW","OTH","2016-Q1"
8159,"MW","RNTOCC","2016-Q1"
1093,"MW","SEASON","2016-Q1"
30037,"MW","TOTAL","2016-Q1"
26202,"MW","OCC","2016-Q1"
18042,"MW","OWNOCC","2016-Q1"
3837,"MW","VACANT","2016-Q1"
2158,"NE","YRVAC","2016-Q1"
996,"NE","SEASON","2016-Q1"
481,"NE","RENT","2016-Q1"
244,"NE","SALE","2016-Q1"
161,"NE","RNTSLD","2016-Q1"
1272,"NE","OFFMAR","2016-Q1"
345,"NE","OCCUSE","2016-Q1"
299,"NE","URE","2016-Q1"
628,"NE","OTH","2016-Q1"
20930,"NE","OCC","2016-Q1"
12636,"NE","OWNOCC","2016-Q1"
8294,"NE","RNTOCC","2016-Q1"
3151,"NE","VACANT","2016-Q1"
24083,"NE","TOTAL","2016-Q1"
1635,"SO","SEASON","2016-Q1"
1526,"SO","RENT","2016-Q1"
577,"SO","SALE","2016-Q1"
415,"SO","RNTSLD","2016-Q1"
956,"SO","OCCUSE","2016-Q1"
636,"SO","URE","2016-Q1"
3481,"SO","OFFMAR","2016-Q1"
52088,"SO","TOTAL","2016-Q1"
44451,"SO","OCC","2016-Q1"
28793,"SO","OWNOCC","2016-Q1"
15659,"SO","RNTOCC","2016-Q1"
7637,"SO","VACANT","2016-Q1"
6001,"SO","YRVAC","2016-Q1"
1889,"SO","OTH","2016-Q1"
973,"US","RNTSLD","2016-Q1"
17758,"US","VACANT","2016-Q1"
13179,"US","YRVAC","2016-Q1"
4578,"US","SEASON","2016-Q1"
3282,"US","RENT","2016-Q1"
1317,"US","SALE","2016-Q1"
7605,"US","OFFMAR","2016-Q1"
2093,"US","OCCUSE","2016-Q1"
1576,"US","URE","2016-Q1"
3938,"US","OTH","2016-Q1"
29587,"WE","TOTAL","2016-Q1"
26455,"WE","OCC","2016-Q1"
15520,"WE","OWNOCC","2016-Q1"
10935,"WE","RNTOCC","2016-Q1"
3132,"WE","VACANT","2016-Q1"
2278,"WE","YRVAC","2016-Q1"
854,"WE","SEASON","2016-Q1"
586,"WE","RENT","2016-Q1"
185,"WE","SALE","2016-Q1"
159,"WE","RNTSLD","2016-Q1"
1347,"WE","OFFMAR","2016-Q1"
468,"WE","OCCUSE","2016-Q1"
364,"WE","URE","2016-Q1"
516,"WE","OTH","2016-Q1"
3541,"MW","VACANT","2016-Q2"
877,"MW","SEASON","2016-Q2"
689,"MW","RENT","2016-Q2"
295,"MW","SALE","2016-Q2"
253,"MW","RNTSLD","2016-Q2"
1427,"MW","OFFMAR","2016-Q2"
255,"MW","OCCUSE","2016-Q2"
283,"MW","URE","2016-Q2"
889,"MW","OTH","2016-Q2"
8559,"MW","RNTOCC","2016-Q2"
2664,"MW","YRVAC","2016-Q2"
30070,"MW","TOTAL","2016-Q2"
17971,"MW","OWNOCC","2016-Q2"
26529,"MW","OCC","2016-Q2"
3033,"NE","VACANT","2016-Q2"
2090,"NE","YRVAC","2016-Q2"
943,"NE","SEASON","2016-Q2"
480,"NE","RENT","2016-Q2"
234,"NE","SALE","2016-Q2"
174,"NE","RNTSLD","2016-Q2"
1202,"NE","OFFMAR","2016-Q2"
265,"NE","URE","2016-Q2"
592,"NE","OTH","2016-Q2"
24107,"NE","TOTAL","2016-Q2"
21074,"NE","OCC","2016-Q2"
12473,"NE","OWNOCC","2016-Q2"
8601,"NE","RNTOCC","2016-Q2"
344,"NE","OCCUSE","2016-Q2"
600,"SO","SALE","2016-Q2"
435,"SO","RNTSLD","2016-Q2"
3398,"SO","OFFMAR","2016-Q2"
990,"SO","OCCUSE","2016-Q2"
601,"SO","URE","2016-Q2"
1808,"SO","OTH","2016-Q2"
1662,"SO","SEASON","2016-Q2"
52216,"SO","TOTAL","2016-Q2"
44640,"SO","OCC","2016-Q2"
28909,"SO","OWNOCC","2016-Q2"
15731,"SO","RNTOCC","2016-Q2"
7576,"SO","VACANT","2016-Q2"
5913,"SO","YRVAC","2016-Q2"
1480,"SO","RENT","2016-Q2"
1311,"US","SALE","2016-Q2"
136039,"US","TOTAL","2016-Q2"
135795,"US","TOTAL","2016-Q1"
118038,"US","OCC","2016-Q1"
74991,"US","OWNOCC","2016-Q1"
43047,"US","RNTOCC","2016-Q1"
118772,"US","OCC","2016-Q2"
74726,"US","OWNOCC","2016-Q2"
44045,"US","RNTOCC","2016-Q2"
17268,"US","VACANT","2016-Q2"
12959,"US","YRVAC","2016-Q2"
4309,"US","SEASON","2016-Q2"
3227,"US","RENT","2016-Q2"
1083,"US","RNTSLD","2016-Q2"
7337,"US","OFFMAR","2016-Q2"
2085,"US","OCCUSE","2016-Q2"
1429,"US","URE","2016-Q2"
3824,"US","OTH","2016-Q2"
222,"WE","RNTSLD","2016-Q2"
280,"WE","URE","2016-Q2"
29646,"WE","TOTAL","2016-Q2"
26528,"WE","OCC","2016-Q2"
15373,"WE","OWNOCC","2016-Q2"
11155,"WE","RNTOCC","2016-Q2"
3119,"WE","VACANT","2016-Q2"
2292,"WE","YRVAC","2016-Q2"
827,"WE","SEASON","2016-Q2"
577,"WE","RENT","2016-Q2"
181,"WE","SALE","2016-Q2"
1311,"WE","OFFMAR","2016-Q2"
496,"WE","OCCUSE","2016-Q2"
535,"WE","OTH","2016-Q2"
2616,"MW","YRVAC","2016-Q3"
852,"MW","SEASON","2016-Q3"
719,"MW","RENT","2016-Q3"
275,"MW","SALE","2016-Q3"
261,"MW","RNTSLD","2016-Q3"
1361,"MW","OFFMAR","2016-Q3"
224,"MW","OCCUSE","2016-Q3"
261,"MW","URE","2016-Q3"
876,"MW","OTH","2016-Q3"
30104,"MW","TOTAL","2016-Q3"
18262,"MW","OWNOCC","2016-Q3"
8374,"MW","RNTOCC","2016-Q3"
3467,"MW","VACANT","2016-Q3"
26636,"MW","OCC","2016-Q3"
3000,"NE","VACANT","2016-Q3"
2185,"NE","YRVAC","2016-Q3"
815,"NE","SEASON","2016-Q3"
465,"NE","RENT","2016-Q3"
234,"NE","SALE","2016-Q3"
199,"NE","RNTSLD","2016-Q3"
1287,"NE","OFFMAR","2016-Q3"
338,"NE","OCCUSE","2016-Q3"
375,"NE","URE","2016-Q3"
574,"NE","OTH","2016-Q3"
24131,"NE","TOTAL","2016-Q3"
8282,"NE","RNTOCC","2016-Q3"
21132,"NE","OCC","2016-Q3"
12849,"NE","OWNOCC","2016-Q3"
1718,"SO","SEASON","2016-Q3"
503,"SO","RNTSLD","2016-Q3"
973,"SO","OCCUSE","2016-Q3"
447,"SO","URE","2016-Q3"
1524,"SO","RENT","2016-Q3"
52345,"SO","TOTAL","2016-Q3"
44701,"SO","OCC","2016-Q3"
29043,"SO","OWNOCC","2016-Q3"
15658,"SO","RNTOCC","2016-Q3"
7644,"SO","VACANT","2016-Q3"
5927,"SO","YRVAC","2016-Q3"
617,"SO","SALE","2016-Q3"
3282,"SO","OFFMAR","2016-Q3"
1862,"SO","OTH","2016-Q3"
136289,"US","TOTAL","2016-Q3"
119129,"US","OCC","2016-Q3"
75678,"US","OWNOCC","2016-Q3"
43451,"US","RNTOCC","2016-Q3"
17160,"US","VACANT","2016-Q3"
12929,"US","YRVAC","2016-Q3"
4233,"US","SEASON","2016-Q3"
3229,"US","RENT","2016-Q3"
1359,"US","SALE","2016-Q3"
1183,"US","RNTSLD","2016-Q3"
7157,"US","OFFMAR","2016-Q3"
2054,"US","OCCUSE","2016-Q3"
1324,"US","URE","2016-Q3"
3780,"US","OTH","2016-Q3"
233,"WE","SALE","2016-Q3"
221,"WE","RNTSLD","2016-Q3"
242,"WE","URE","2016-Q3"
29710,"WE","TOTAL","2016-Q3"
26659,"WE","OCC","2016-Q3"
15523,"WE","OWNOCC","2016-Q3"
11137,"WE","RNTOCC","2016-Q3"
3050,"WE","VACANT","2016-Q3"
2202,"WE","YRVAC","2016-Q3"
848,"WE","SEASON","2016-Q3"
521,"WE","RENT","2016-Q3"
1227,"WE","OFFMAR","2016-Q3"
519,"WE","OCCUSE","2016-Q3"
467,"WE","OTH","2016-Q3"
3448,"MW","VACANT","2016-Q4"
882,"MW","SEASON","2016-Q4"
665,"MW","RENT","2016-Q4"
302,"MW","SALE","2016-Q4"
217,"MW","RNTSLD","2016-Q4"
1381,"MW","OFFMAR","2016-Q4"
284,"MW","OCCUSE","2016-Q4"
276,"MW","URE","2016-Q4"
2565,"MW","YRVAC","2016-Q4"
30140,"MW","TOTAL","2016-Q4"
26693,"MW","OCC","2016-Q4"
18261,"MW","OWNOCC","2016-Q4"
8432,"MW","RNTOCC","2016-Q4"
820,"MW","OTH","2016-Q4"
877,"NE","SEASON","2016-Q4"
489,"NE","RENT","2016-Q4"
240,"NE","SALE","2016-Q4"
156,"NE","RNTSLD","2016-Q4"
377,"NE","OCCUSE","2016-Q4"
427,"NE","URE","2016-Q4"
601,"NE","OTH","2016-Q4"
1405,"NE","OFFMAR","2016-Q4"
24157,"NE","TOTAL","2016-Q4"
20990,"NE","OCC","2016-Q4"
8311,"NE","RNTOCC","2016-Q4"
3167,"NE","VACANT","2016-Q4"
2290,"NE","YRVAC","2016-Q4"
12678,"NE","OWNOCC","2016-Q4"
656,"SO","SALE","2016-Q4"
419,"SO","RNTSLD","2016-Q4"
980,"SO","OCCUSE","2016-Q4"
543,"SO","URE","2016-Q4"
1597,"SO","RENT","2016-Q4"
3356,"SO","OFFMAR","2016-Q4"
1833,"SO","OTH","2016-Q4"
52479,"SO","TOTAL","2016-Q4"
44772,"SO","OCC","2016-Q4"
29240,"SO","OWNOCC","2016-Q4"
15533,"SO","RNTOCC","2016-Q4"
7707,"SO","VACANT","2016-Q4"
6028,"SO","YRVAC","2016-Q4"
1679,"SO","SEASON","2016-Q4"
998,"US","RNTSLD","2016-Q4"
136554,"US","TOTAL","2016-Q4"
119226,"US","OCC","2016-Q4"
75976,"US","OWNOCC","2016-Q4"
43251,"US","RNTOCC","2016-Q4"
17328,"US","VACANT","2016-Q4"
13004,"US","YRVAC","2016-Q4"
4324,"US","SEASON","2016-Q4"
3231,"US","RENT","2016-Q4"
1407,"US","SALE","2016-Q4"
7368,"US","OFFMAR","2016-Q4"
2181,"US","OCCUSE","2016-Q4"
1479,"US","URE","2016-Q4"
3708,"US","OTH","2016-Q4"
206,"WE","RNTSLD","2016-Q4"
29778,"WE","TOTAL","2016-Q4"
26772,"WE","OCC","2016-Q4"
15797,"WE","OWNOCC","2016-Q4"
10975,"WE","RNTOCC","2016-Q4"
3006,"WE","VACANT","2016-Q4"
2121,"WE","YRVAC","2016-Q4"
886,"WE","SEASON","2016-Q4"
479,"WE","RENT","2016-Q4"
209,"WE","SALE","2016-Q4"
1226,"WE","OFFMAR","2016-Q4"
540,"WE","OCCUSE","2016-Q4"
233,"WE","URE","2016-Q4"
453,"WE","OTH","2016-Q4"
738,"MW","RENT","2017-Q1"
294,"MW","SALE","2017-Q1"
216,"MW","RNTSLD","2017-Q1"
1435,"MW","OFFMAR","2017-Q1"
289,"MW","OCCUSE","2017-Q1"
309,"MW","URE","2017-Q1"
837,"MW","OTH","2017-Q1"
2683,"MW","YRVAC","2017-Q1"
900,"MW","SEASON","2017-Q1"
30176,"MW","TOTAL","2017-Q1"
26593,"MW","OCC","2017-Q1"
17967,"MW","OWNOCC","2017-Q1"
8625,"MW","RNTOCC","2017-Q1"
3584,"MW","VACANT","2017-Q1"
2118,"NE","YRVAC","2017-Q1"
959,"NE","SEASON","2017-Q1"
510,"NE","RENT","2017-Q1"
171,"NE","RNTSLD","2017-Q1"
1249,"NE","OFFMAR","2017-Q1"
408,"NE","OCCUSE","2017-Q1"
251,"NE","URE","2017-Q1"
589,"NE","OTH","2017-Q1"
187,"NE","SALE","2017-Q1"
24182,"NE","TOTAL","2017-Q1"
21106,"NE","OCC","2017-Q1"
12790,"NE","OWNOCC","2017-Q1"
8316,"NE","RNTOCC","2017-Q1"
3076,"NE","VACANT","2017-Q1"
1516,"SO","RENT","2017-Q1"
599,"SO","SALE","2017-Q1"
417,"SO","RNTSLD","2017-Q1"
885,"SO","OCCUSE","2017-Q1"
585,"SO","URE","2017-Q1"
3386,"SO","OFFMAR","2017-Q1"
1915,"SO","OTH","2017-Q1"
52613,"SO","TOTAL","2017-Q1"
45015,"SO","OCC","2017-Q1"
29432,"SO","OWNOCC","2017-Q1"
15583,"SO","RNTOCC","2017-Q1"
7598,"SO","VACANT","2017-Q1"
5916,"SO","YRVAC","2017-Q1"
1681,"SO","SEASON","2017-Q1"
136818,"US","TOTAL","2017-Q1"
119435,"US","OCC","2017-Q1"
75958,"US","OWNOCC","2017-Q1"
43475,"US","RNTOCC","2017-Q1"
17384,"US","VACANT","2017-Q1"
12895,"US","YRVAC","2017-Q1"
4487,"US","SEASON","2017-Q1"
3302,"US","RENT","2017-Q1"
1298,"US","SALE","2017-Q1"
991,"US","RNTSLD","2017-Q1"
7306,"US","OFFMAR","2017-Q1"
2077,"US","OCCUSE","2017-Q1"
1432,"US","URE","2017-Q1"
3794,"US","OTH","2017-Q1"
218,"WE","SALE","2017-Q1"
187,"WE","RNTSLD","2017-Q1"
10952,"WE","RNTOCC","2017-Q1"
29847,"WE","TOTAL","2017-Q1"
26722,"WE","OCC","2017-Q1"
15770,"WE","OWNOCC","2017-Q1"
3125,"WE","VACANT","2017-Q1"
2178,"WE","YRVAC","2017-Q1"
947,"WE","SEASON","2017-Q1"
539,"WE","RENT","2017-Q1"
1236,"WE","OFFMAR","2017-Q1"
494,"WE","OCCUSE","2017-Q1"
288,"WE","URE","2017-Q1"
453,"WE","OTH","2017-Q1"
755,"MW","RENT","2017-Q2"
257,"MW","SALE","2017-Q2"
307,"MW","RNTSLD","2017-Q2"
239,"MW","OCCUSE","2017-Q2"
251,"MW","URE","2017-Q2"
914,"MW","OTH","2017-Q2"
2723,"MW","YRVAC","2017-Q2"
859,"MW","SEASON","2017-Q2"
1404,"MW","OFFMAR","2017-Q2"
26631,"MW","OCC","2017-Q2"
18103,"MW","OWNOCC","2017-Q2"
8528,"MW","RNTOCC","2017-Q2"
3581,"MW","VACANT","2017-Q2"
30212,"MW","TOTAL","2017-Q2"
3023,"NE","VACANT","2017-Q2"
2177,"NE","YRVAC","2017-Q2"
847,"NE","SEASON","2017-Q2"
467,"NE","RENT","2017-Q2"
205,"NE","SALE","2017-Q2"
209,"NE","RNTSLD","2017-Q2"
1296,"NE","OFFMAR","2017-Q2"
412,"NE","OCCUSE","2017-Q2"
292,"NE","URE","2017-Q2"
591,"NE","OTH","2017-Q2"
24208,"NE","TOTAL","2017-Q2"
21185,"NE","OCC","2017-Q2"
12803,"NE","OWNOCC","2017-Q2"
8382,"NE","RNTOCC","2017-Q2"
536,"SO","SALE","2017-Q2"
455,"SO","RNTSLD","2017-Q2"
1067,"SO","OCCUSE","2017-Q2"
555,"SO","URE","2017-Q2"
1554,"SO","RENT","2017-Q2"
3479,"SO","OFFMAR","2017-Q2"
52747,"SO","TOTAL","2017-Q2"
45091,"SO","OCC","2017-Q2"
29518,"SO","OWNOCC","2017-Q2"
15573,"SO","RNTOCC","2017-Q2"
7657,"SO","VACANT","2017-Q2"
6024,"SO","YRVAC","2017-Q2"
1632,"SO","SEASON","2017-Q2"
1857,"SO","OTH","2017-Q2"
137083,"US","TOTAL","2017-Q2"
119447,"US","OCC","2017-Q2"
76064,"US","OWNOCC","2017-Q2"
43383,"US","RNTOCC","2017-Q2"
17637,"US","VACANT","2017-Q2"
13443,"US","YRVAC","2017-Q2"
4195,"US","SEASON","2017-Q2"
3485,"US","RENT","2017-Q2"
1205,"US","SALE","2017-Q2"
1268,"US","RNTSLD","2017-Q2"
7484,"US","OFFMAR","2017-Q2"
2224,"US","OCCUSE","2017-Q2"
1394,"US","URE","2017-Q2"
3865,"US","OTH","2017-Q2"
208,"WE","SALE","2017-Q2"
29915,"WE","TOTAL","2017-Q2"
26540,"WE","OCC","2017-Q2"
15640,"WE","OWNOCC","2017-Q2"
10900,"WE","RNTOCC","2017-Q2"
3376,"WE","VACANT","2017-Q2"
2519,"WE","YRVAC","2017-Q2"
856,"WE","SEASON","2017-Q2"
709,"WE","RENT","2017-Q2"
298,"WE","RNTSLD","2017-Q2"
1305,"WE","OFFMAR","2017-Q2"
506,"WE","OCCUSE","2017-Q2"
296,"WE","URE","2017-Q2"
504,"WE","OTH","2017-Q2"
734,"MW","SEASON","2017-Q3"
751,"MW","RENT","2017-Q3"
260,"MW","SALE","2017-Q3"
296,"MW","RNTSLD","2017-Q3"
1311,"MW","OFFMAR","2017-Q3"
231,"MW","OCCUSE","2017-Q3"
224,"MW","URE","2017-Q3"
856,"MW","OTH","2017-Q3"
2618,"MW","YRVAC","2017-Q3"
30250,"MW","TOTAL","2017-Q3"
26898,"MW","OCC","2017-Q3"
18576,"MW","OWNOCC","2017-Q3"
8322,"MW","RNTOCC","2017-Q3"
3351,"MW","VACANT","2017-Q3"
2997,"NE","VACANT","2017-Q3"
2284,"NE","YRVAC","2017-Q3"
713,"NE","SEASON","2017-Q3"
491,"NE","RENT","2017-Q3"
249,"NE","SALE","2017-Q3"
242,"NE","RNTSLD","2017-Q3"
1301,"NE","OFFMAR","2017-Q3"
440,"NE","OCCUSE","2017-Q3"
249,"NE","URE","2017-Q3"
613,"NE","OTH","2017-Q3"
24234,"NE","TOTAL","2017-Q3"
12833,"NE","OWNOCC","2017-Q3"
8405,"NE","RNTOCC","2017-Q3"
21238,"NE","OCC","2017-Q3"
1635,"SO","SEASON","2017-Q3"
1642,"SO","RENT","2017-Q3"
552,"SO","SALE","2017-Q3"
571,"SO","RNTSLD","2017-Q3"
1056,"SO","OCCUSE","2017-Q3"
479,"SO","URE","2017-Q3"
1976,"SO","OTH","2017-Q3"
52884,"SO","TOTAL","2017-Q3"
44974,"SO","OCC","2017-Q3"
29470,"SO","OWNOCC","2017-Q3"
15504,"SO","RNTOCC","2017-Q3"
7910,"SO","VACANT","2017-Q3"
6276,"SO","YRVAC","2017-Q3"
3511,"SO","OFFMAR","2017-Q3"
137354,"US","TOTAL","2017-Q3"
119669,"US","OCC","2017-Q3"
76520,"US","OWNOCC","2017-Q3"
43150,"US","RNTOCC","2017-Q3"
17684,"US","VACANT","2017-Q3"
13645,"US","YRVAC","2017-Q3"
4040,"US","SEASON","2017-Q3"
3568,"US","RENT","2017-Q3"
1255,"US","SALE","2017-Q3"
1386,"US","RNTSLD","2017-Q3"
7437,"US","OFFMAR","2017-Q3"
2243,"US","OCCUSE","2017-Q3"
1232,"US","URE","2017-Q3"
3963,"US","OTH","2017-Q3"
194,"WE","SALE","2017-Q3"
29986,"WE","TOTAL","2017-Q3"
26560,"WE","OCC","2017-Q3"
15641,"WE","OWNOCC","2017-Q3"
10919,"WE","RNTOCC","2017-Q3"
3425,"WE","VACANT","2017-Q3"
2467,"WE","YRVAC","2017-Q3"
958,"WE","SEASON","2017-Q3"
683,"WE","RENT","2017-Q3"
277,"WE","RNTSLD","2017-Q3"
1313,"WE","OFFMAR","2017-Q3"
516,"WE","OCCUSE","2017-Q3"
280,"WE","URE","2017-Q3"
518,"WE","OTH","2017-Q3"
3230,"MW","VACANT","2017-Q4"
2613,"MW","YRVAC","2017-Q4"
617,"MW","SEASON","2017-Q4"
700,"MW","RENT","2017-Q4"
288,"MW","SALE","2017-Q4"
209,"MW","RNTSLD","2017-Q4"
1416,"MW","OFFMAR","2017-Q4"
285,"MW","OCCUSE","2017-Q4"
229,"MW","URE","2017-Q4"
902,"MW","OTH","2017-Q4"
27059,"MW","OCC","2017-Q4"
18599,"MW","OWNOCC","2017-Q4"
8461,"MW","RNTOCC","2017-Q4"
30288,"MW","TOTAL","2017-Q4"
2223,"NE","YRVAC","2017-Q4"
849,"NE","SEASON","2017-Q4"
259,"NE","SALE","2017-Q4"
186,"NE","RNTSLD","2017-Q4"
366,"NE","OCCUSE","2017-Q4"
